order_id,order_date,customer_id,product_id,quantity,discount,price,total_sales,profit
82,2023-03-31,10,5,1,0.24515731521799228,1024,772.958909216776,93.63633561729736
83,2023-09-21,58,28,4,0.004098505641182825,3624,14436.588062225414,3447.66607913741
84,2023-04-03,188,41,3,0.2687179066545344,4175,9159.308219151957,1866.9656810061958
85,2023-03-31,21,5,1,0.008683295023010117,1024,1015.1083058964376,162.02297394249075
86,2023-04-25,28,18,1,0.07189373548726698,4646,4311.981704926157,795.5945859198357
87,2023-04-15,34,26,3,0.009716741332798517,2991,8885.811680020799,1418.7757693142491
88,2023-07-15,8,20,2,0.1007530461117948,4269,7677.770492297496,1171.6674493053167
89,2023-11-10,187,41,1,0.15415995771398147,4175,3531.382176544127,468.6909899144159
90,2023-04-24,200,49,3,0.23899346070454142,2164,4940.454453106117,852.4923449805283
91,2023-03-16,177,27,2,0.10139446514095084,3160,5679.18698030919,852.9993528978002
92,2023-08-05,79,49,4,0.211647007401935,2164,6823.983503928851,1615.1474835272863
93,2023-10-04,145,12,3,0.0562513371356941,3201,9062.81840948593,2145.851984875404
94,2023-09-06,188,7,1,0.2251795370232379,4631,3588.1935640453853,718.9593421079618
95,2023-06-13,87,3,4,0.07079898177277126,2341,8701.03833467977,2223.8888646226974
96,2023-12-23,88,10,2,0.043063426783130375,4347,8319.606567547466,2231.8837471109982
97,2023-07-11,173,34,2,0.05562265511221629,4864,9186.90281106836,1983.9419006200494
98,2023-08-15,69,25,3,0.05461893866455662,4354,12348.567423163562,2763.449259906551
99,2023-06-26,160,35,3,0.15385886381309735,4965,12603.272223503915,1973.3848481966177
100,2023-04-09,172,16,3,0.2534392743564438,2482,5558.89116314192,1550.7852147081492
101,2023-02-05,193,2,2,0.023881523097751687,1037,2024.469721095263,212.247852909706
102,2023-04-06,87,24,4,0.2120868955480268,2215,6980.910105444482,1184.8035108877407
103,2023-06-01,101,10,2,0.1963039378958573,4347,6987.333563933416,1707.4254187846611
104,2023-05-31,8,38,1,0.2617559855488087,2182,1610.8484395324992,186.88725628859254
105,2023-07-09,77,22,2,0.07324426815207216,3761,6971.056614960113,952.4826906636346
106,2023-08-12,200,26,1,0.13503295760550887,2991,2587.116423801923,563.6217993534028
107,2023-02-06,87,43,4,0.2777482123330552,1240,3582.368866828046,759.4576655371612
108,2023-09-25,43,39,3,0.19799803504059516,619,1489.3176489296147,369.0315554372255
109,2023-07-02,129,27,3,0.11663052385847907,3160,8374.342633821618,2198.453597041837
110,2023-01-13,109,29,2,0.039423714856580534,3551,6822.012777088565,857.6355832047102
111,2023-10-06,179,47,3,0.07874550237017731,2431,6718.709051214297,696.5702095960689
112,2023-08-05,152,38,4,0.17436464324681497,2182,7206.145393741799,1714.5416277315678
113,2023-12-21,152,20,3,0.2154503842681541,4269,10047.72692867775,1610.4331853486135
114,2023-12-27,17,27,2,0.03732656605556804,3160,6084.09610252881,1370.1188684356712
115,2023-10-13,133,41,4,0.1798791780132162,4175,13696.017727179289,1781.9740420841556
116,2023-09-30,148,20,1,0.1651053836516253,4269,3564.1651171912117,690.7637462976338
117,2023-03-03,21,44,2,0.15418663400721241,616,1042.0420669031143,209.3305676873159
118,2023-03-25,58,19,1,0.20703693530460238,4236,3358.991542049704,728.953441532679
119,2023-08-05,159,20,4,0.25123487852503856,4269,12785.913214306442,2590.860780028007
120,2023-12-08,110,35,2,0.09689690495306051,4965,8967.813733816109,1785.8338727781997
121,2023-07-06,139,47,2,0.2667036570332878,2431,3565.2868195041547,593.7872206699167
122,2023-01-19,180,2,4,0.048190083785565205,1037,3948.1075324574754,451.0161986796554
123,2023-06-26,143,30,3,0.051907160925349305,504,1433.5163726808719,169.01737082686464
124,2023-04-10,135,34,2,0.08003161908717717,4864,8949.452409519941,1671.3608455700949
125,2023-08-21,28,22,2,0.03585926086412334,3761,7252.266639780064,1241.2879902898449
126,2023-03-17,51,3,1,0.06909576740486327,2341,2179.246808505215,442.8817060195939
127,2023-09-22,186,6,3,0.031923528870853375,3450,10019.591476186668,1612.8299320779552
128,2023-10-11,5,15,1,0.2465257250956171,3274,2466.8747760369497,586.0850881621772
129,2023-07-25,5,27,1,0.041690697565987374,3160,3028.25739569148,826.0812554278712
130,2023-08-11,94,10,3,0.22418926726795704,4347,10117.347765558572,1616.4753396119625
131,2023-02-21,96,9,3,0.014374160374000121,2868,8480.324724142103,1175.3458831920864
132,2023-12-05,8,33,4,0.28455609825417455,4642,13284.362367616486,1637.1132064554674
133,2023-05-24,64,32,3,0.21334802625832985,1491,3518.6942785464908,785.5513411921839
134,2023-03-10,138,48,2,0.002038964575833535,1512,3017.8341711226794,569.6801725365751
135,2023-04-09,38,6,3,0.2291569500600642,3450,7978.2255668783355,1097.8289170699134
136,2023-01-25,111,41,4,0.15422457622985558,4175,14124.449576961413,3257.4843289445625
137,2023-02-22,112,36,4,0.23380955110053592,1135,3478.504638003567,451.1503519502395
138,2023-05-31,81,2,4,0.15674904266717654,1037,3497.804971016552,737.5476499722456
139,2023-05-24,136,29,3,0.1923074572906064,3551,8604.34865748317,1767.5885596946712
140,2023-02-26,104,4,3,0.23589949661851212,2955,6773.75096247689,1672.0703512399934
141,2023-02-08,153,1,1,0.121532416376357,3306,2904.2138314597637,322.43141885846677
142,2023-04-19,73,19,1,0.0008124449461356264,4236,4232.5584832081695,1174.8506702644684
143,2023-06-30,194,26,2,0.2549839487835565,2991,4456.686018376765,1072.271281228292
144,2023-02-11,178,25,1,0.11426710878739876,4354,3856.481008339666,552.3452624420569
145,2023-07-05,195,10,2,0.1488128178049749,4347,7400.221362003548,1011.4701719378555
146,2023-08-11,49,15,4,0.002329992646190615,3274,13065.486416305488,2434.518774501573
147,2023-05-02,36,22,1,0.1476276031050294,3761,3205.7725847219845,844.7629624068511
148,2023-05-13,126,48,3,0.29594622047151886,1512,3193.5879439411906,857.7657814809913
149,2023-06-12,68,21,1,0.08348029824563089,1074,984.3421596841924,200.8955907198743
150,2023-08-03,78,22,2,0.11862548107271342,3761,6629.69913137105,1804.3533188629103
151,2023-08-09,105,36,1,0.206156998940603,1135,901.0118062024155,91.08214987049072
152,2023-08-23,169,34,4,0.24443810025709758,4864,14700.21232139791,1573.4361425080729
153,2023-11-27,122,30,3,0.1252174872018301,504,1322.6711593508328,373.4751408104102
154,2023-05-26,119,25,2,0.09290066112038776,4354,7899.021042963664,2014.7747501864624
155,2023-08-27,190,45,3,0.2813477399955201,3338,7196.583731684862,1368.3671504837932
156,2023-03-17,114,28,3,0.20314349000150075,3624,8663.423976703683,2172.11121409701
157,2023-01-09,10,1,2,0.035706391347942325,3306,6375.909340407406,1856.205048053594
158,2023-03-15,149,49,3,0.020678363440394587,2164,6357.756064544958,1617.5269770200696
159,2023-09-10,164,45,3,0.14506495523711072,3338,8561.319538255573,2298.4939855625985
160,2023-08-18,140,4,1,0.06602701981418173,2955,2759.890156449093,695.8271390266748
161,2023-01-07,91,7,3,0.07619542601287604,4631,12834.416946403113,1715.2199537007166
162,2023-06-23,2,49,3,0.26330765364835446,2164,4782.606712514883,1275.5920976855516
163,2023-05-21,118,9,3,0.0268698072948932,2868,8372.81217803474,1164.0031186716128
164,2023-06-17,13,36,3,0.2146092345686669,1135,2674.255556293689,744.8397163559188
165,2023-06-19,181,19,2,0.08134267601417641,4236,7782.864848807897,1492.2085188176957
166,2023-10-10,160,1,4,0.2280984664212413,3306,10207.625880045505,2402.8276714203926
167,2023-05-02,95,10,1,0.21672341533906336,4347,3404.9033135210916,679.1017334654772
168,2023-07-13,144,36,3,0.0022175704332879076,1135,3397.449172674655,403.6107983445368
169,2023-01-05,32,9,3,0.15274062387647974,2868,7289.819672166769,1152.8446066628458
170,2023-01-29,32,45,2,0.04179584471341391,3338,6396.970940693249,1898.277910759953
171,2023-06-14,124,46,4,0.25986810917360303,1650,4884.87047945422,1427.0804738670383
172,2023-12-05,11,42,3,0.261475764858722,1869,4140.905386437145,679.5117228005917
173,2023-05-16,10,32,2,0.1255037422481274,1491,2607.747840616084,780.3929520382469
174,2023-12-31,15,32,1,0.13331868553532417,1491,1292.2218398668317,347.7501282960037
175,2023-11-17,17,6,1,0.09098488182135812,3450,3136.1021577163147,696.8164966609861
176,2023-12-08,168,48,3,0.2149818896880093,1512,3560.8421483751895,384.6597026401093
177,2023-05-25,146,38,3,0.10759840890793773,2182,5841.66081528864,1637.3554057649699
178,2023-11-23,183,17,4,0.08033774235679013,1353,4977.212138365052,1052.609968843396
179,2023-08-05,153,10,4,0.12966931785135247,4347,15133.309901200682,4141.914737710774
180,2023-10-28,59,50,3,0.027446255516237614,1581,4612.822410086485,1231.0969097946388
181,2023-05-12,78,27,2,0.22398096139326115,3160,4904.44032399459,1307.5298867935232
182,2023-10-19,124,50,4,0.003778920381536088,1581,6300.102107507166,1509.723533009994
183,2023-03-11,114,35,3,0.19334551845617817,4965,12015.118502595225,1901.7893351881116
184,2023-09-09,22,21,4,0.054859358026461726,1074,4060.3241979183204,679.0163455715387
185,2023-10-02,158,25,3,0.06972121386432394,4354,12151.301504504201,1964.7906318402645
186,2023-12-30,172,28,1,0.19068959959201198,3624,2932.9408910785487,305.05283545417495
187,2023-07-01,32,47,3,0.2978830397348721,2431,5120.538991213577,1108.6672620619981
188,2023-06-16,179,15,1,0.23331524672176518,3274,2510.125882232941,601.8446849357806
189,2023-04-01,174,4,4,0.06775188966701759,2955,11019.172664135851,2983.696629351209
190,2023-07-21,113,29,3,0.05280742651234014,3551,10090.44248536404,1291.910497333317
191,2023-12-12,120,9,4,0.2598698610803011,2868,8490.772953686786,1773.1844080055455
192,2023-01-19,149,27,1,0.13325518437645129,3160,2738.9136173704137,278.27808284528976
193,2023-02-08,122,26,3,0.04111584084844664,2991,8604.067560066887,1024.045189893952
194,2023-05-06,32,19,4,0.2586634269965814,4236,12561.206892969925,1392.3136762970412
195,2023-06-22,119,28,1,0.2448277058742784,3624,2736.744393911615,670.7640278907423
196,2023-05-21,39,17,4,0.29517190916914904,1353,3814.5296275765654,443.29378435956704
197,2023-08-30,12,43,2,0.27292310601380515,1240,1803.1506970857633,438.6896083339575
198,2023-08-08,175,41,1,0.2555371015981625,4175,3108.132600827672,465.9865964328682
199,2023-05-06,18,42,1,0.015772319343300943,1869,1839.5215351473705,506.8665320907327
200,2023-02-27,149,50,1,0.03132461084943541,1581,1531.4757902470426,402.21148322847347
201,2023-05-28,141,20,3,0.17069495829123685,4269,10620.90966916413,3096.6966105565625
202,2023-11-13,149,45,3,0.15944377388454625,3338,8417.330048320155,2329.51631848779
203,2023-12-27,126,40,3,0.13738896434686063,1330,3441.818032256026,986.6518081755397
204,2023-01-01,136,39,2,0.11903679762437526,619,1090.6324445410235,296.3777082821675
205,2023-12-14,46,49,2,0.12936314545929867,2164,3768.116306452155,899.3603599063404
206,2023-07-09,104,23,1,0.17078938024043858,1648,1366.5391013637573,183.18706788526544
207,2023-07-10,135,47,2,0.000622955280024362,2431,4858.971191428522,749.9409204641642
208,2023-11-08,151,32,4,0.07821263223985565,1491,5497.539861321501,783.6489813079831
209,2023-04-27,86,47,1,0.1554839162066133,2431,2053.018599701723,453.1364296857544
210,2023-05-14,150,33,1,0.21666482960209385,4642,3636.24186098708,729.8809661961732
211,2023-02-27,89,46,4,0.0522470077186189,1650,6255.169749057115,1710.2634885532916
212,2023-02-13,22,5,1,0.16406435213622989,1024,855.9981034125005,248.69704372040187
213,2023-06-22,92,43,2,0.2143379051657345,1240,1948.4419951889786,352.6134017388112
214,2023-06-09,29,48,3,0.1333882973741714,1512,3930.9506831107587,791.1828789736198
215,2023-06-22,13,34,4,0.008124340101015315,4864,19297.932838994646,5679.444765017671
216,2023-11-13,2,40,2,0.134780447539691,1330,2301.484009544422,357.3003023462702
217,2023-10-30,29,11,4,0.08893346632324593,4995,18203.109342861546,4705.10611951242
218,2023-05-29,180,50,4,0.2788948823103985,1581,4560.26876426904,661.4577746441905
219,2023-03-21,27,3,1,0.037384015703498204,2341,2253.4840192381107,532.4802978956128
220,2023-08-01,50,33,1,0.19574278665216963,4642,3733.361984360629,562.7039870091781
221,2023-07-22,95,11,2,0.015815929900350346,4995,9831.9988602955,2720.973020388605
222,2023-09-09,151,16,4,0.13385113134380894,2482,8599.125968018665,1825.5565100930223
223,2023-08-17,88,18,1,0.16619384616602417,4646,3873.863390712652,531.4426439683036
224,2023-06-13,44,30,1,0.08938647939505963,504,458.94921438488996,66.4897328222901
225,2023-08-15,22,48,4,0.13652269065611533,1512,5222.310766911814,1038.0378710866119
226,2023-05-27,171,10,2,0.04906613835905621,4347,8267.418993106365,2416.7352693200974
227,2023-01-20,165,18,2,0.09123715484041085,4646,8444.224357222902,2144.228657044709
228,2023-02-16,189,38,4,0.1863318974730609,2182,7101.6951988551245,1403.7347690877054
229,2023-08-21,97,19,2,0.09054001675834653,4236,7704.944978023288,1290.9159831777238
230,2023-11-01,184,36,1,0.2699229235226615,1135,828.6374818017792,173.89264041244007
231,2023-01-14,3,13,4,0.1885220872922969,1471,4774.736038372125,1192.1186920527784
232,2023-05-23,191,46,1,0.13159470553079533,1650,1432.8687358741877,367.9402266978188
233,2023-01-01,118,3,3,0.01162708066625474,2341,6941.343012480893,1144.7785037400988
234,2023-02-23,19,10,3,0.14986450056140135,4347,11086.617048178765,2707.7050323042954
235,2023-09-16,23,38,2,0.22943287263752676,2182,3362.754943809833,778.671988790848
236,2023-05-24,157,1,3,0.07966727940372409,3306,9127.859922873864,2663.7145226171197
237,2023-01-12,30,27,1,0.2420320708946302,3160,2395.1786559729685,685.5433837189903
238,2023-11-26,39,46,3,0.07554202981526444,1650,4576.0669524144405,1180.0572242041892
239,2023-08-12,108,8,1,0.24712391638524012,4615,3474.523125882117,850.1426277015611
240,2023-09-29,111,46,2,0.025580502483503218,1650,3215.5843418044396,497.7992031516972
241,2023-12-24,25,42,2,0.2598551126607088,1869,2766.6615888742704,744.7660748014265
242,2023-06-05,128,17,1,0.14975593527999914,1353,1150.3802195661613,213.3968430173298
243,2023-01-08,111,9,3,0.08896127688607859,2868,7838.57717367218,1210.6534178144204
244,2023-05-02,136,6,2,0.07953397512454463,3450,6351.215571640642,1123.0991147495247
245,2023-12-14,106,43,4,0.1296031676791088,1240,4317.168288311621,1153.4916665458627
246,2023-06-13,186,25,2,0.2997148494310935,4354,6098.083091154038,791.0838488552745
247,2023-03-31,144,39,3,0.06609821803127476,619,1734.2556091159227,331.6447319984543
248,2023-05-16,72,49,4,0.030964994663699882,2164,8387.967006191015,1664.772552251288
249,2023-07-05,129,28,3,0.17551055061559856,3624,8963.849293707213,962.0535471606986
250,2023-11-12,108,33,1,0.14656273993207714,4642,3961.655761235298,551.2612532632146
251,2023-06-27,5,37,4,0.1572588813189922,2193,7392.5250930698,1961.595339057477
252,2023-01-28,3,9,3,0.2000806252671651,2868,6882.506300201311,1831.8029872211775
253,2023-08-08,193,18,4,0.08014322096119479,4646,17094.618381657157,2709.2066917740126
254,2023-12-23,132,21,3,0.2731994986151665,1074,2341.7512154619335,643.9334540509889
255,2023-02-10,104,2,4,0.1307016198366871,1037,3605.849680917422,917.1716210071646
256,2023-08-16,64,43,3,0.03872585854273853,1240,3575.9398062210125,656.4763819464347
257,2023-07-11,106,38,1,0.22268962702018327,2182,1696.09123384196,423.4822114036143
258,2023-05-25,98,40,4,0.19293130578535508,1330,4293.6054532219105,1254.8788682960098
259,2023-07-20,10,36,4,0.09472302074521112,1135,4109.957485816742,788.2649542868501
260,2023-07-31,149,50,4,0.18645561721021456,1581,5144.854676762603,759.8201050174893
261,2023-08-08,128,43,4,0.06595858691069306,1240,4632.845408922962,1335.9425905533476
262,2023-08-28,46,37,1,0.13345180780215884,2193,1900.3401854898657,419.4979252123357
263,2023-02-15,155,15,4,0.2698237566501976,3274,9562.388082909014,1157.5560753405614
264,2023-02-04,66,28,2,0.04006026994822482,3624,6957.643163415266,1492.6688520516664
265,2023-09-10,169,18,1,0.1160089349962386,4646,4107.022488007476,821.881642806937
266,2023-03-23,112,34,2,0.24634272741610416,4864,7331.577947696139,1987.7211283892395
267,2023-09-13,13,22,4,0.29084726982185344,3761,10668.493672800038,2199.193022115512
268,2023-07-16,137,11,3,0.13617784092653876,4995,12944.375053715818,1955.2023765766423
269,2023-10-30,164,13,2,0.15209988604300423,1471,2494.5221352614813,586.5340280999454
270,2023-01-10,86,4,4,0.1716515885351309,2955,9791.078223514753,2041.5875619384315
271,2023-11-08,90,22,2,0.2797044424901132,3761,5418.063183589369,794.3364224681393
272,2023-10-13,58,7,4,0.2574620372931089,4631,13754.773221182451,2953.501541989717
273,2023-08-30,54,43,4,0.0511803373864933,1240,4706.145526562993,1243.867749615877
274,2023-09-08,12,24,4,0.1310273453541225,2215,7699.097720162475,813.9038295186232
275,2023-12-31,14,4,3,0.13920012845892787,2955,7630.990861211604,1725.9027882584994
276,2023-01-05,121,28,2,0.236728833494627,3624,5532.189414830943,940.0132454230976
277,2023-04-29,162,15,1,0.18086786478163058,3274,2681.8386107049414,425.1633777681863
278,2023-10-16,181,1,1,0.19626613860870387,3306,2657.1441457596247,474.346863089756
279,2023-03-06,121,3,1,0.2994599722996853,2341,1639.9642048464366,276.17740580722386
280,2023-05-26,20,14,1,0.022488013041003917,1666,1628.5349702736876,433.9195948081752
281,2023-08-12,75,38,4,0.0669029470601199,2182,8144.0710780592735,1262.0016884037002
282,2023-08-27,144,50,2,0.12236878121146405,1581,2775.069913809351,684.4171707092264
283,2023-06-26,70,1,2,0.10433472091466615,3306,5922.138825312228,703.6209451867455
284,2023-09-24,56,38,3,0.006493668404095076,2182,6503.492446626794,1887.8290691027848
285,2023-12-07,101,38,2,0.02753328194135275,2182,4243.844757607937,952.5875154726871
286,2023-10-09,186,21,2,0.20428598742107285,1074,1709.1936990195354,412.5031576748764
287,2023-03-04,132,48,2,0.2637973390087682,1512,2226.2768468374848,355.33129758150534
288,2023-08-05,111,29,3,0.15426810337979327,3551,9009.581894695062,1643.521746329224
289,2023-12-08,125,5,1,0.1617573238540899,1024,858.3605003734119,124.25255555980316
290,2023-11-11,132,49,2,0.07652802984971381,2164,3996.7866868104384,1145.108231221973
291,2023-10-10,20,10,3,0.2303629090901134,4347,10036.837302555832,1983.4887146976826
292,2023-06-26,138,28,3,0.2255383762101769,3624,8419.946773842956,1903.6625928862684
293,2023-04-08,24,21,4,0.17650970676529698,1074,3537.7142997362844,873.3003624346104
294,2023-04-15,154,50,3,0.06379928595340285,1581,4440.39998672301,773.6118950705453
295,2023-04-09,37,7,1,0.029105465471126832,4631,4496.2125894032115,1097.1672838981149
296,2023-11-07,54,3,2,0.019271572757137766,2341,4591.770496351081,1079.977523678723
297,2023-01-06,103,45,3,0.17780881999286333,3338,8233.422476591466,1985.340531726009
298,2023-07-16,149,47,1,0.24751059574284,2431,1829.3017417491558,361.9199958869284
299,2023-12-17,38,20,3,0.25749912953427745,4269,9509.20864805451,1679.2071582756112
300,2023-05-13,174,19,3,0.13908662230303495,4236,10940.487203773033,1579.9861880345768
301,2023-12-24,4,35,3,0.23528138979201507,4965,11390.483699047936,3017.626975781578
302,2023-09-16,188,4,3,0.28406405890230707,2955,6346.772117831048,1406.8890344248005
303,2023-01-23,57,5,3,0.0825510337464204,1024,2818.4032243309966,532.3130548770474
304,2023-02-22,173,1,1,0.11938810391422715,3306,2911.302928459565,840.7819023780454
305,2023-06-14,20,4,2,0.2794436977790042,2955,4258.487746126085,466.5929739826981
306,2023-07-21,17,12,2,0.10146929019518545,3201,5752.393604170423,1553.3440924255708
307,2023-03-24,119,27,2,0.27416288709653885,3160,4587.290553549874,1373.969296356357
308,2023-05-25,71,42,2,0.29431345867633973,1869,2637.856291467842,731.7107946188121
309,2023-03-26,4,23,1,0.1985432185723274,1648,1320.8007757928044,346.1651317816783
310,2023-03-19,14,25,4,0.24506708685125048,4354,13147.911615398622,2299.0595852239294
311,2023-01-01,3,21,4,0.22486366926632556,1074,3329.9856768318655,487.0531504394891
312,2023-02-20,80,24,1,0.20986027728465714,2215,1750.1594858144845,432.23707040306607
313,2023-06-22,186,25,1,0.09207932189436976,4354,3953.086632471914,636.1112250583067
314,2023-07-24,55,45,3,0.017128301372383112,3338,9842.477190056956,1330.7810302367307
315,2023-09-17,132,46,3,0.10291551975589518,1650,4440.568177208319,1142.581182685382
316,2023-10-15,120,32,3,0.20008079556117198,1491,3578.0386014548776,581.4625106140239
317,2023-02-03,24,32,2,0.03075875946834041,1491,2890.277379265409,817.6257870052594
318,2023-12-14,162,5,3,0.0035753948934726274,1024,3061.0163868872523,820.739698917468
319,2023-04-05,158,36,4,0.041907711780881596,1135,4349.738988514798,1172.376736752267
320,2023-03-13,82,46,2,0.2147207779232386,1650,2591.4214328533126,659.0346082936967
